mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
3	3	13/2	13/2	0.0	1/8	1/8	Chord	3/4	1	1	0	grace16	1/16	1	15										
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	16										
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	17										
3	3	15/2	15/2	0.0	3/8	3/8	Chord	3/4	1	1	0	grace16	1/16	1	18										
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	19										
3	3	8	8	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	20										
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	21										
3	3	6	6	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	22										
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	23										
3	3	7	7	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	24										
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	25										
3	3	8	8	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	26										
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	27										
4	4	9	9	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	28									0	
4	4	10	10	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	29										
4	4	89/8	89/8	0.0	17/32	17/32	StaffText	3/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"							
4	4	89/8	89/8	0.375	17/32	17/32	Chord	3/4	1	1	3/32		1/16	3/2	30										
4	4	23/2	23/2	0.0	5/8	5/8	Spanner	3/4	1	1	0														0
4	4	23/2	23/2	0.05555555555555555	5/8	5/8	Chord	3/4	1	1	1/72		1/64	8/9	31										0
4	4	104/9	104/9	0.05555555555555555	23/36	23/36	Chord	3/4	1	1	1/72		1/64	8/9	32										0
4	4	5573/480	5573/480	0.05555555555555555	1253/1920	1253/1920	Chord	3/4	1	1	1/72		1/64	8/9	33										0
4	4	16799/1440	16799/1440	0.05555555555555555	3839/5760	3839/5760	Chord	3/4	1	1	1/72		1/64	8/9	34										0
4	4	16879/1440	16879/1440	0.05555555555555555	3919/5760	3919/5760	Chord	3/4	1	1	1/72		1/64	8/9	35										0
4	4	5653/480	5653/480	0.05555555555555555	1333/1920	1333/1920	Chord	3/4	1	1	1/72		1/64	8/9	36										0
4	4	17039/1440	17039/1440	0.05555555555555555	4079/5760	4079/5760	Chord	3/4	1	1	1/72		1/64	8/9	37										0
4	4	17119/1440	17119/1440	0.05555555555555555	4159/5760	4159/5760	Chord	3/4	1	1	1/72		1/64	8/9	38										0
4	4	1911/160	1911/160	0.0	471/640	471/640	Spanner	3/4	1	1	0														
4	4	1911/160	1911/160	0.05555555555555555	471/640	471/640	Chord	3/4	1	1	1/72		1/64	8/9	39										
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	40										
4	4	10	10	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	41										
4	4	9	9	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	42										
5	5	12	12	0.0	0	0	Dynamic	3/4	1	1	0					f									
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	43										
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	44										
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	45										
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	46										
5	5	14	14	0.75	1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	47										
5	5	59/4	59/4	0.125	11/16	11/16	Chord	3/4	1	2	1/32		1/32	1	48										
5	5	119/8	119/8	0.125	23/32	23/32	Chord	3/4	1	2	1/32		1/32	1	49										
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	50										
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	51										
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	52										
6	6	15	15	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	53										
6	6	63/4	63/4	0.0	3/16	3/16	Dynamic	3/4	1	1	0					p									
6	6	63/4	63/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	54										
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	55		articStaccatoAbove								
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	56		articStaccatoAbove								
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	57		articStaccatoAbove								
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	58										
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	59										
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	60										
7	7	18	18	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	61										
7	7	73/4	73/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	62										
7	7	75/4	75/4	0.5	3/16	3/16	Chord	3/4	1	1	1/8		1/8	1	63										
7	7	77/4	77/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	64										
7	7	79/4	79/4	0.5	7/16	7/16	Chord	3/4	1	1	1/8		1/8	1	65										
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	66										
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	67										
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	68										
7	7	18	18	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	69										
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	70										
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	71										
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	72										
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	73										
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	74										
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	75									1	
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	76										
8	8	23	23	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	77										
8	8	187/8	187/8	0.0625	19/32	19/32	Chord	3/4	1	1	1/64		1/64	1	78										
8	8	375/16	375/16	0.0625	39/64	39/64	Chord	3/4	1	1	1/64		1/64	1	79										
8	8	47/2	47/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	80										
8	8	191/8	191/8	0.0625	23/32	23/32	Chord	3/4	1	1	1/64		1/64	1	81										
8	8	383/16	383/16	0.0625	47/64	47/64	Chord	3/4	1	1	1/64		1/64	1	82										
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	83										
8	8	22	22	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	84										
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	85										
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	86										
9	9	24	24	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	87										
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	88										
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	89										
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	90										
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	91										
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	92										
9	9	24	24	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	93										
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	94										
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	95										
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	96										
10	10	27	27	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	97										
10	10	111/4	111/4	0.08333333333333333	3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	98										
10	10	167/6	167/6	0.08333333333333333	5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	99										
10	10	335/12	335/12	0.08333333333333333	11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	100										
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	101										
10	10	29	29	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	102										
10	10	235/8	235/8	0.0625	19/32	19/32	Chord	3/4	1	1	1/64		1/64	1	103										
10	10	471/16	471/16	0.0625	39/64	39/64	Chord	3/4	1	1	1/64		1/64	1	104										
10	10	59/2	59/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	105										
10	10	239/8	239/8	0.0625	23/32	23/32	Chord	3/4	1	1	1/64		1/64	1	106										
10	10	479/16	479/16	0.0625	47/64	47/64	Chord	3/4	1	1	1/64		1/64	1	107										
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	108										
10	10	29	29	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	109										
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	110										
11	11	30	30	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	111										
11	11	123/4	123/4	0.0	3/16	3/16	StaffText	3/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"							
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	112										
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	113										
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	114										
11	11	32	32	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	115										
11	11	129/4	129/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	116										
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	117										
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	118										
11	11	30	30	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	119										
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	120										
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	121										
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	122										
12	12	33	33	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	123										
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	124										
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	125										
12	12	139/4	139/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace16	1/16	1	126										
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	127										
12	12	35	35	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	128										
12	12	141/4	141/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	129										
12	12	71/2	71/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	130										
12	12	287/8	287/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	131										
12	12	33	33	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	132										
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	133										
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	134										
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	135										
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	136										
13	13	73/2	73/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	137										
13	13	295/8	295/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	138										
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	139										
13	13	151/4	151/4	0.0	7/16	7/16	Chord	3/4	1	1	0	grace16	1/16	1	140										
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	141										
13	13	38	38	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	142										
13	13	153/4	153/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	143										
13	13	77/2	77/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	144										
13	13	155/4	155/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	145										
13	13	311/8	311/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	146										
13	13	36	36	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	147										
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	148										
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	149										
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	150										
14	14	39	39	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	151										
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	152										
14	14	79/2	79/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	153										
14	14	319/8	319/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	154										
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	155										
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	156										
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	157										
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	158										
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	159										
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	160										
15	15	43	43	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	161										
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	162										
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	163										
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	164										
15	15	44	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	165										
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	166										
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	167										
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	168										
15	15	42	42	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	169										
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	170										
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	171										
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	172										
15	15	43	43	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	173										
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	174										
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	175										
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	176										
15	15	44	44	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	177										
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	178										
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	179										
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	180										
15	15	42	42	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	181										
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	182										
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	183										
16	16	45	45	0.0	0	0	Dynamic	3/4	1	1	0					sf									
16	16	45	45	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	184										
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	185										
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	186		articStaccatoAbove								
16	16	47	47	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	187										
16	16	377/8	377/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	188										
16	16	189/4	189/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	189										
16	16	379/8	379/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	190										
16	16	95/2	95/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	191										
16	16	381/8	381/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	192										
16	16	191/4	191/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	193										
16	16	383/8	383/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	194										
16	16	45	45	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	195										
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	196										
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	197										
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	198										
16	16	46	46	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	199										
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	200										
16	16	93/2	93/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	201										
16	16	187/4	187/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	202										
16	16	47	47	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	203										
16	16	189/4	189/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	204										
16	16	95/2	95/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	205										
16	16	191/4	191/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	206										
16	16	45	45	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	207										
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	208										
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	209										
17	17	48	48	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	210										
17	17	385/8	385/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	211										
17	17	193/4	193/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	212										
17	17	387/8	387/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	213										
17	17	97/2	97/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	214										
17	17	389/8	389/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	215										
17	17	195/4	195/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	216										
17	17	391/8	391/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	217										
17	17	49	49	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	218										
17	17	393/8	393/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	219										
17	17	197/4	197/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	220										
17	17	395/8	395/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	221										
17	17	99/2	99/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	222										
17	17	397/8	397/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	223										
17	17	199/4	199/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	224										
17	17	399/8	399/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	225										
17	17	50	50	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	226										
17	17	401/8	401/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	227										
17	17	201/4	201/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	228										
17	17	403/8	403/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	229										
17	17	101/2	101/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	230										
17	17	405/8	405/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	231										
17	17	203/4	203/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	232										
17	17	407/8	407/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	233										
17	17	48	48	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	234										
17	17	193/4	193/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	235										
17	17	97/2	97/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	236										
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	237										
17	17	49	49	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	238										
17	17	197/4	197/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	239										
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	240										
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	241										
17	17	50	50	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	242										
17	17	201/4	201/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	243										
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	244										
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	245										
17	17	48	48	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	246										
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	247										
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	248										
18	18	51	51	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	249										
18	18	207/4	207/4	0.0	3/16	3/16	StaffText	3/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"							
18	18	207/4	207/4	0.0	3/16	3/16	Chord	3/4	1	1	0	grace16	1/16	1	250										
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	251										
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	252										
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	253										
18	18	107/2	107/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	254										
18	18	215/4	215/4	0.0	11/16	11/16	Chord	3/4	1	1	0	grace16	1/16	1	255										
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	256										
18	18	51	51	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	257										
18	18	205/4	205/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	258										
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	259										
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	260										
18	18	52	52	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	261										
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	262										
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	263										
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	264										
18	18	53	53	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	265										
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	266										
18	18	107/2	107/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	267										
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	268										
18	18	51	51	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	269										
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	270										
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	271										
19	19	54	54	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	272									2	
19	19	325/6	325/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	273									2	
