mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
6	6	15	15	1.0	0	0	3/4	2	1	viio2/V	Eb	I	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
6	6	16	16	0.5	1/4	1/4	3/4	2	1	V	Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
6	6	33/2	33/2	0.5	3/8	3/8	3/4	2	1	viio64/V	Eb	I	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
6	6	17	17	0.5	1/2	1/2	3/4	2	1	V	Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
6	6	35/2	35/2	0.5	5/8	5/8	3/4	2	1	V7]	Eb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	18	18	1.0	0	0	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
7	7	19	19	1.0	1/4	1/4	3/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	7	20	20	1.0	1/2	1/2	3/4	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
8	8	21	21	1.5	0	0	3/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	8	45/2	45/2	0.5	3/8	3/8	3/4	2	1	V65/IV	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
8	8	23	23	0.5	1/2	1/2	3/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
8	8	47/2	47/2	0.5	5/8	5/8	3/4	2	1	V65/ii	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
9	9	24	24	0.5	0	0	3/4	2	1	V(4)/V	Eb	I		V(4)/V		V			4	V			M	0	0	2, 1, 3		2	2
9	9	49/2	49/2	0.5	1/8	1/8	3/4	2	1	V/V	Eb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
9	9	25	25	2.0	1/4	1/4	3/4	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	10	27	27	1.0	0	0	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
10	10	28	28	1.0	1/4	1/4	3/4	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	10	29	29	1.0	1/2	1/2	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	30	30	0.5	0	0	3/4	2	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
11	11	61/2	61/2	0.5	1/8	1/8	3/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	31	31	0.5	1/4	1/4	3/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	11	63/2	63/2	0.5	3/8	3/8	3/4	2	1	vi6	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
11	11	32	32	0.5	1/2	1/2	3/4	2	1	V43/vi	Eb	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
11	11	65/2	65/2	0.5	5/8	5/8	3/4	2	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
12	12	33	33	0.5	0	0	3/4	2	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
12	12	67/2	67/2	0.5	1/8	1/8	3/4	2	1	#viio7/ii	Eb	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
12	12	34	34	0.5	1/4	1/4	3/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
12	12	69/2	69/2	0.5	3/8	3/8	3/4	2	1	#viio7/vi	Eb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
12	12	35	35	0.5	1/2	1/2	3/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
12	12	71/2	71/2	0.5	5/8	5/8	3/4	2	1	V43/V	Eb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
13	13	36	36	2.0	0	0	3/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
13	13	38	38	1.0	1/2	1/2	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	39	39	1.0	0	0	3/4	2	1	I(974)	Eb	I		I(974)		I			974				M	0	0	0, -1, 1	2, 5	0	0
14	14	40	40	0.5	1/4	1/4	3/4	2	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
14	14	81/2	81/2	1.5	3/8	3/8	3/4	2	1	vi.V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
15	15	42	42	1.0	0	0	3/4	2	1	V(64)	Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
15	15	43	43	2.0	1/4	1/4	3/4	2	1	V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
16	16	45	45	1.0	0	0	3/4	2	1	V65	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
16	16	46	46	0.5	1/4	1/4	3/4	2	1	i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
16	16	93/2	93/2	0.5	3/8	3/8	3/4	2	1	i6	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
16	16	47	47	0.5	1/2	1/2	3/4	2	1	#viio6	Eb	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
16	16	95/2	95/2	0.5	5/8	5/8	3/4	2	1	i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
17	17	48	48	1.0	0	0	3/4	2	1	#viio7	Eb	vi		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
17	17	49	49	0.5	1/4	1/4	3/4	2	1	i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
17	17	99/2	99/2	0.5	3/8	3/8	3/4	2	1	iio6	Eb	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
17	17	50	50	0.5	1/2	1/2	3/4	2	1	V(64)	Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
17	17	101/2	101/2	0.5	5/8	5/8	3/4	2	1	V7	Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
18	18	51	51	1.0	0	0	3/4	2	1	i(9#74)	Eb	vi		i(9#74)		i			9#74				m	0	1	0, -1, 1	2, 5	0	0
18	18	52	52	0.5	1/4	1/4	3/4	2	1	i\\	Eb	vi		i		i						\\	m	0	1	0, -3, 1		0	0
18	18	105/2	105/2	1.5	3/8	3/8	3/4	2	1	bVII.V	Eb	bVII		V		V							M	0	0	1, 5, 2		1	1
19	19	54	54	1.0	0	0	3/4	2	1	V(64)	Eb	bVII		V(64)		V			64				M	0	0	1, 0, 4		1	1
19	19	55	55	0.5	1/4	1/4	3/4	2	1	V6	Eb	bVII		V6		V		6					M	0	0	5, 2, 1		1	5
19	19	111/2	111/2	1.5	3/8	3/8	3/4	2	1	V	Eb	bVII		V		V							M	0	0	1, 5, 2		1	1
20	20	57	57	1.0	0	0	3/4	2	1	V7	Eb	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	58	58	1.0	1/4	1/4	3/4	2	1	I	Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
20	20	59	59	0.5	1/2	1/2	3/4	2	1	v.V43	Eb	v		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
20	20	119/2	119/2	0.5	5/8	5/8	3/4	2	1	i6	Eb	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
21	21	60	60	1.5	0	0	3/4	2	1	V65	Eb	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
21	21	123/2	123/2	0.5	3/8	3/8	3/4	2	1	i	Eb	v		i		i							m	0	1	0, -3, 1		0	0
21	21	62	62	0.5	1/2	1/2	3/4	2	1	V43	Eb	v		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
21	21	125/2	125/2	0.5	5/8	5/8	3/4	2	1	i6	Eb	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
22	22	63	63	1.5	0	0	3/4	2	1	V65	Eb	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
22	22	129/2	129/2	0.5	3/8	3/8	3/4	2	1	i	Eb	v		i		i							m	0	1	0, -3, 1		0	0
22	22	65	65	0.5	1/2	1/2	3/4	2	1	V43	Eb	v		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
22	22	131/2	131/2	0.5	5/8	5/8	3/4	2	1	i6	Eb	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
23	23	66	66	1.0	0	0	3/4	2	1	ii%65	Eb	v		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
23	23	67	67	0.5	1/4	1/4	3/4	2	1	iv	Eb	v		iv		iv							m	0	1	-1, -4, 0		-1	-1
23	23	135/2	135/2	0.5	3/8	3/8	3/4	2	1	#viio43	Eb	v		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
23	23	68	68	0.5	1/2	1/2	3/4	2	1	V(64)	Eb	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
23	23	137/2	137/2	0.5	5/8	5/8	3/4	2	1	V7	Eb	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
24	24	69	69	1.0	0	0	3/4	2	1	i(9#74)	Eb	v		i(9#74)		i			9#74				m	0	1	0, -1, 1	2, 5	0	0
24	24	70	70	0.5	1/4	1/4	3/4	2	1	i\\	Eb	v		i		i						\\	m	0	1	0, -3, 1		0	0
24	24	141/2	141/2	0.5	3/8	3/8	3/4	2	1	bIII.I6	Eb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
24	24	71	71	0.5	1/2	1/2	3/4	2	1	viio6	Eb	bIII		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
24	24	143/2	143/2	0.5	5/8	5/8	3/4	2	1	IV64	Eb	bIII		IV64		IV		64					M	0	0	0, -1, 3		-1	0
25	25	72	72	1.5	0	0	3/4	2	1	V65	Eb	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
25	25	147/2	147/2	0.5	3/8	3/8	3/4	2	1	I6	Eb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	74	74	0.5	1/2	1/2	3/4	2	1	viio6	Eb	bIII		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
25	25	149/2	149/2	0.5	5/8	5/8	3/4	2	1	IV64	Eb	bIII		IV64		IV		64					M	0	0	0, -1, 3		-1	0
26	26	75	75	1.5	0	0	3/4	2	1	V65	Eb	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	26	153/2	153/2	0.5	3/8	3/8	3/4	2	1	i.#viio65	Eb	i		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
26	26	77	77	0.5	1/2	1/2	3/4	2	1	VI6	Eb	i		VI6		VI		6					M	0	1	0, -3, -4		-4	0
26	26	155/2	155/2	0.5	5/8	5/8	3/4	2	1	V65	Eb	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
27	27	78	78	0.5	0	0	3/4	2	1	i	Eb	i		i		i							m	0	1	0, -3, 1		0	0
27	27	157/2	157/2	0.5	1/8	1/8	3/4	2	1	v6	Eb	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
27	27	79	79	0.5	1/4	1/4	3/4	2	1	VI[iv6(2)	Eb	i	VI	iv6(2)		iv		6	2				m	0	1	-4, 0, 1		-1	-4
27	27	159/2	159/2	0.5	3/8	3/8	3/4	2	1	V6/iv	Eb	i	VI	V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4
27	27	80	80	0.5	1/2	1/2	3/4	2	1	iv6	Eb	i	VI	iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
27	27	161/2	161/2	0.5	5/8	5/8	3/4	2	1	Ger6]	Eb	i	VI	Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
28	28	81	81	1.0	0	0	3/4	2	1	V[V(64)	Eb	i	V	V(64)		V			64				M	0	1	1, 0, -3		1	1
28	28	82	82	0.5	1/4	1/4	3/4	2	1	V	Eb	i	V	V		V							M	0	1	1, 5, 2		1	1
28	28	165/2	165/2	0.5	3/8	3/8	3/4	2	1	i	Eb	i	V	i		i							m	0	1	0, -3, 1		0	0
28	28	83	83	0.5	1/2	1/2	3/4	2	1	V7	Eb	i	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
28	28	167/2	167/2	0.5	5/8	5/8	3/4	2	1	i	Eb	i	V	i		i							m	0	1	0, -3, 1		0	0
29	29	84	84	0.5	0	0	3/4	2	1	V7	Eb	i	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
29	29	169/2	169/2	0.5	1/8	1/8	3/4	2	1	ii%2	Eb	i	V	ii%2		ii	%	2					%7	0	1	0, 2, -1, -4		2	0
29	29	85	85	0.5	1/4	1/4	3/4	2	1	V7	Eb	i	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
29	29	171/2	171/2	0.5	3/8	3/8	3/4	2	1	i	Eb	i	V	i		i							m	0	1	0, -3, 1		0	0
29	29	86	86	0.5	1/2	1/2	3/4	2	1	V7	Eb	i	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
29	29	173/2	173/2	0.5	5/8	5/8	3/4	2	1	i	Eb	i	V	i		i							m	0	1	0, -3, 1		0	0
30	30	87	87	0.5	0	0	3/4	2	1	V7	Eb	i	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
30	30	175/2	175/2	0.5	1/8	1/8	3/4	2	1	V7(9)	Eb	i	V	V7(9)		V		7	9				Mm7	0	1	1, 5, 2, -1	-4	1	1
30	30	88	88	0.5	1/4	1/4	3/4	2	1	V7	Eb	i	V	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
30	30	177/2	177/2	0.5	3/8	3/8	3/4	2	1	i	Eb	i	V	i		i							m	0	1	0, -3, 1		0	0
30	30	89	89	0.5	1/2	1/2	3/4	2	1	V	Eb	i	V	V		V							M	0	1	1, 5, 2		1	1
30	30	179/2	179/2	0.5	5/8	5/8	3/4	2	1	viio2/V	Eb	i	V	viio2/V		vii	o	2		V			o7	0	1	-3, 6, 3, 0		6	-3
31	31	90	90	6.0	0	0	3/4	2	1	I.V7]\\	Eb	I	V	V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
33	33	96	96	1.0	0	0	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
33	33	97	97	1.0	1/4	1/4	3/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	33	98	98	1.0	1/2	1/2	3/4	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	99	99	2.0	0	0	3/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
34	34	101	101	0.5	1/2	1/2	3/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	34	203/2	203/2	0.5	5/8	5/8	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
35	35	102	102	1.0	0	0	3/4	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
35	35	103	103	0.5	1/4	1/4	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
35	35	207/2	207/2	0.5	3/8	3/8	3/4	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
35	35	104	104	0.5	1/2	1/2	3/4	2	1	#viio6/ii	Eb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
35	35	209/2	209/2	0.5	5/8	5/8	3/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
36	36	105	105	1.0	0	0	3/4	2	1	V[I	Eb	I	V	I		I							M	0	0	0, 4, 1		0	0
36	36	106	106	2.0	1/4	1/4	3/4	2	1	V	Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
37	37	108	108	1.0	0	0	3/4	2	1	i	Eb	I	V	i		i							m	0	0	0, -3, 1		0	0
37	37	109	109	2.0	1/4	1/4	3/4	2	1	V	Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
38	38	111	111	1.0	0	0	3/4	2	1	viio2/V	Eb	I	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
38	38	112	112	0.5	1/4	1/4	3/4	2	1	V	Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
38	38	225/2	225/2	0.5	3/8	3/8	3/4	2	1	viio64/V	Eb	I	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
38	38	113	113	0.5	1/2	1/2	3/4	2	1	V	Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
38	38	227/2	227/2	0.5	5/8	5/8	3/4	2	1	V7]	Eb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	114	114	1.0	0	0	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
39	39	115	115	1.0	1/4	1/4	3/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	39	116	116	1.0	1/2	1/2	3/4	2	1	V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	40	117	117	1.5	0	0	3/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
40	40	237/2	237/2	0.5	3/8	3/8	3/4	2	1	V65/IV	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
40	40	119	119	0.5	1/2	1/2	3/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
40	40	239/2	239/2	0.5	5/8	5/8	3/4	2	1	V65/ii	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
41	41	120	120	0.5	0	0	3/4	2	1	V(4)/V	Eb	I		V(4)/V		V			4	V			M	0	0	2, 1, 3		2	2
41	41	241/2	241/2	0.5	1/8	1/8	3/4	2	1	V/V	Eb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
41	41	121	121	2.0	1/4	1/4	3/4	2	1	V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	123	123	1.0	0	0	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
42	42	124	124	1.0	1/4	1/4	3/4	2	1	ii6	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
42	42	125	125	1.0	1/2	1/2	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	126	126	0.5	0	0	3/4	2	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
43	43	253/2	253/2	0.5	1/8	1/8	3/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	127	127	0.5	1/4	1/4	3/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	43	255/2	255/2	0.5	3/8	3/8	3/4	2	1	vi6	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
43	43	128	128	0.5	1/2	1/2	3/4	2	1	V43/vi	Eb	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
43	43	257/2	257/2	0.5	5/8	5/8	3/4	2	1	IV6	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
44	44	129	129	0.5	0	0	3/4	2	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
44	44	259/2	259/2	0.5	1/8	1/8	3/4	2	1	#viio7/ii	Eb	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
44	44	130	130	0.5	1/4	1/4	3/4	2	1	ii	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
44	44	261/2	261/2	0.5	3/8	3/8	3/4	2	1	#viio7/vi	Eb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
44	44	131	131	0.5	1/2	1/2	3/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
44	44	263/2	263/2	0.5	5/8	5/8	3/4	2	1	V43/V	Eb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
45	45	132	132	2.0	0	0	3/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
45	45	134	134	1.0	1/2	1/2	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	135	135	1.5	0	0	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
46	46	273/2	273/2	1.5	3/8	3/8	3/4	2	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
47	47	138	138	0.5	0	0	3/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
47	47	277/2	277/2	0.5	1/8	1/8	3/4	2	1	V65/IV	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
47	47	139	139	1.0	1/4	1/4	3/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
47	47	140	140	0.5	1/2	1/2	3/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
47	47	281/2	281/2	0.5	5/8	5/8	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	141	141	1.5	0	0	3/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
48	48	285/2	285/2	1.5	3/8	3/8	3/4	2	1	V7/IV	Eb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
49	49	144	144	0.5	0	0	3/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
49	49	289/2	289/2	0.5	1/8	1/8	3/4	2	1	V65/IV	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
49	49	145	145	1.0	1/4	1/4	3/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
49	49	146	146	0.5	1/2	1/2	3/4	2	1	V(64)	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
49	49	293/2	293/2	0.5	5/8	5/8	3/4	2	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	147	147	1.0	0	0	3/4	2	1	I(974)	Eb	I		I(974)		I			974				M	0	0	0, -1, 1	2, 5	0	0
50	50	148	148	2.0	1/4	1/4	3/4	2	1	I\\	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
